STATE,DISTRICT,STATION,LAT,LON,TEMP,DATE_TEMP,TIME_TEMP,RH,DATE_RH,TIME_RH,LOGGED_AT (IST),EHI (in shade °C),Light Work Heat Stress Zone,EHI_350 (in shade °C),Hard Labor Heat Stress Zone,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
Tamil Nadu,Tiruppur,Tiruppur Collector Office,11.0818,77.34,25.1,2026-09-17,03:00:00,96.0,2026-09-16,03:00:00,2026-09-17 03:34:05,27.850000000000023,Zone 4,60.08,Zone 5,26.91,Zone 4,58.8,Zone 5,33.78,Zone 4,62.24,Zone 5,47.28,Zone 5,64.65,Zone 5,60.08,Zone 5,66.52,Zone 5
Tamil Nadu,Tiruvallur,Good Will School Villivakkam,13.1144,80.2025,28.6,2026-09-17,03:15:00,84.0,2026-09-16,03:15:00,2026-09-17 03:34:05,33.950000000000045,Zone 4,63.39,Zone 5,32.89,Zone 4,62.36,Zone 5,43.22,Zone 5,65.14,Zone 5,59.99,Zone 5,67.17,Zone 5,63.39,Zone 5,68.72,Zone 5
Tamil Nadu,Tiruvallur,Jaya Engineering Clg,13.1339,80.0452,28.2,2026-09-17,03:15:00,70.0,2026-09-16,03:15:00,2026-09-17 03:34:05,30.850000000000023,Zone 4,59.11,Zone 5,29.89,Zone 4,55.2,Zone 5,35.92,Zone 4,61.4,Zone 5,42.71,Zone 5,63.93,Zone 5,59.11,Zone 5,65.88,Zone 5
Tamil Nadu,Tiruvallur,Poonamallee,13.05,80.0833,27.2,2026-09-17,03:15:00,89.0,2026-09-16,03:15:00,2026-09-17 03:34:05,31.350000000000023,Zone 4,62.0,Zone 5,30.2,Zone 4,60.92,Zone 5,37.32,Zone 4,63.92,Zone 5,56.53,Zone 5,66.11,Zone 5,62.0,Zone 5,67.8,Zone 5
Tamil Nadu,Tiruvallur,Puzhal,13.15,80.1833,29.0,2026-09-17,03:15:00,,,,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,Tiruvallur,R.K.Pet,13.15,79.4167,26.4,2026-09-17,03:15:00,99.0,2026-09-16,03:15:00,2026-09-17 03:34:05,30.950000000000045,Zone 4,63.34,Zone 5,30.36,Zone 4,62.3,Zone 5,42.95,Zone 5,65.09,Zone 5,59.93,Zone 5,67.13,Zone 5,63.34,Zone 5,68.69,Zone 5
Tamil Nadu,Tiruvallur,Tirur Kvk,13.1198,79.9567,27.8,2026-09-17,03:15:00,,,,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,Tiruvannamalai,Cheyyar,12.6667,79.5333,25.4,2026-09-17,03:15:00,90.0,2026-09-16,03:15:00,2026-09-17 03:34:05,27.850000000000023,Zone 4,59.66,Zone 5,27.36,Zone 4,57.31,Zone 5,34.0,Zone 4,61.88,Zone 5,45.3,Zone 5,64.34,Zone 5,59.66,Zone 5,66.25,Zone 5
Tamil Nadu,Tiruvannamalai,Tiruvannamalai Isro,12.2667,79.0667,24.0,2026-09-17,03:15:00,92.0,2026-09-16,03:15:00,2026-09-17 03:34:05,25.650000000000034,Zone 4,53.5,Zone 5,25.08,Zone 3,48.74,Zone 5,31.31,Zone 4,60.04,Zone 5,37.08,Zone 4,62.74,Zone 5,53.5,Zone 5,64.84,Zone 5
Tamil Nadu,Tiruvarur,Tiruvarur,10.7766,79.6062,28.3,2026-09-17,03:15:00,82.0,2026-09-16,03:15:00,2026-09-17 03:34:05,32.85000000000002,Zone 4,62.91,Zone 5,32.54,Zone 4,61.86,Zone 5,40.56,Zone 5,64.71,Zone 5,59.4,Zone 5,66.8,Zone 5,62.91,Zone 5,68.4,Zone 5
Tamil Nadu,Vellore,Virinjipuram Kvk,12.9345,79.0209,26.4,2026-09-17,03:15:00,32.0,2026-09-16,03:15:00,2026-09-17 03:34:05,25.650000000000034,Zone 4,37.24,Zone 4,25.31,Zone 4,36.53,Zone 4,29.65,Zone 4,40.15,Zone 4,33.55,Zone 4,43.56,Zone 4,37.24,Zone 4,54.72,Zone 5
Tamil Nadu,Viluppuram,Mailam,12.1317,79.6167,22.7,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,24.450000000000045,Zone 3,49.49,Zone 5,23.74,Zone 3,44.71,Zone 5,29.39,Zone 4,59.19,Zone 5,35.14,Zone 4,62.0,Zone 5,49.49,Zone 5,64.19,Zone 5
Tamil Nadu,Virudhunagar,Aruppukottai Kvk,9.5561,78.0895,26.7,2026-09-17,03:15:00,76.0,2026-09-16,03:15:00,2026-09-17 03:34:05,28.950000000000045,Zone 4,55.96,Zone 5,27.94,Zone 4,51.38,Zone 5,34.0,Zone 4,60.59,Zone 5,39.53,Zone 4,63.22,Zone 5,55.96,Zone 5,65.26,Zone 5
Telangana,Hyderabad,Golkonda,17.38,78.4,28.3,2026-09-17,03:00:00,78.0,2026-09-16,03:00:00,2026-09-17 03:34:05,32.150000000000034,Zone 4,61.92,Zone 5,31.9,Zone 4,60.84,Zone 5,38.65,Zone 4,63.85,Zone 5,56.16,Zone 5,66.05,Zone 5,61.92,Zone 5,67.75,Zone 5
Telangana,Hyderabad,Hyderabad,17.4633,78.495,26.6,2026-09-17,03:15:00,61.0,2026-09-16,03:15:00,2026-09-17 03:34:05,27.55000000000001,Zone 4,41.57,Zone 4,26.85,Zone 4,40.4,Zone 4,32.16,Zone 4,53.23,Zone 5,37.0,Zone 4,60.51,Zone 5,41.57,Zone 4,62.87,Zone 5
Telangana,Jogulamba Gadwal,Jurala Cwc,16.26,77.84,28.1,2026-09-17,02:45:00,58.0,2026-09-16,02:45:00,2026-09-17 03:34:05,29.450000000000045,Zone 4,47.21,Zone 5,28.71,Zone 4,42.63,Zone 5,34.07,Zone 4,58.02,Zone 5,38.96,Zone 4,61.6,Zone 5,47.21,Zone 5,63.83,Zone 5
Telangana,Kamareddy,Nagireddypet,18.1149,78.1373,24.8,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,27.55000000000001,Zone 4,60.9,Zone 5,27.22,Zone 4,59.79,Zone 5,34.38,Zone 4,62.96,Zone 5,51.33,Zone 5,65.28,Zone 5,60.9,Zone 5,67.07,Zone 5
Telangana,Karimnagar,Karimnagar,18.46,79.11,26.9,2026-09-17,03:15:00,91.0,2026-09-16,03:15:00,2026-09-17 03:34:05,30.950000000000045,Zone 4,62.45,Zone 5,30.46,Zone 4,61.39,Zone 5,38.27,Zone 5,64.32,Zone 5,58.5,Zone 5,66.45,Zone 5,62.45,Zone 5,68.1,Zone 5
Telangana,Khammam,Wyra Kvk,17.1817,80.3722,26.8,2026-09-17,03:15:00,77.0,2026-09-16,03:15:00,2026-09-17 03:34:05,29.150000000000034,Zone 4,59.22,Zone 5,28.88,Zone 4,55.62,Zone 5,35.11,Zone 4,61.5,Zone 5,43.21,Zone 5,64.01,Zone 5,59.22,Zone 5,65.95,Zone 5
Telangana,Kumuram Bheem Asifabad ,Asifabad,19.3544,79.2839,23.9,2026-09-17,03:15:00,99.0,2026-09-16,03:15:00,2026-09-17 03:34:05,25.950000000000045,Zone 4,58.82,Zone 5,25.36,Zone 4,54.54,Zone 5,32.06,Zone 4,61.26,Zone 5,42.03,Zone 5,63.81,Zone 5,58.82,Zone 5,65.78,Zone 5
Telangana,Mahbubnagar,Kodangal,,,,,,6.0,2026-09-16,03:15:00,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Telangana,Mahbubnagar,Mahbubnagar,16.75,77.99,26.4,2026-09-17,03:15:00,82.0,2026-09-16,03:15:00,2026-09-17 03:34:05,28.950000000000045,Zone 4,59.56,Zone 5,28.46,Zone 4,56.94,Zone 5,34.89,Zone 4,61.8,Zone 5,44.82,Zone 5,64.27,Zone 5,59.56,Zone 5,66.18,Zone 5
Telangana,Medak,Ars Basanthpur,17.7955,77.5472,23.3,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,25.05000000000001,Zone 3,56.39,Zone 5,24.83,Zone 3,51.81,Zone 5,31.19,Zone 4,60.68,Zone 5,39.18,Zone 5,63.3,Zone 5,56.39,Zone 5,65.33,Zone 5
Telangana,Medchal Malkajgiri,Cgwb Nagole,17.3664,78.5895,23.9,2026-09-17,03:15:00,98.0,2026-09-16,03:15:00,2026-09-17 03:34:05,25.850000000000023,Zone 4,58.11,Zone 5,25.29,Zone 3,53.74,Zone 5,31.95,Zone 4,61.09,Zone 5,41.16,Zone 5,63.66,Zone 5,58.11,Zone 5,65.64,Zone 5
Telangana,Medchal Malkajgiri,Kukatpally Jntu,17.4958,78.3908,27.3,2026-09-17,03:15:00,85.0,2026-09-16,03:15:00,2026-09-17 03:34:05,31.05000000000001,Zone 4,61.93,Zone 5,30.76,Zone 4,60.85,Zone 5,37.74,Zone 4,63.86,Zone 5,56.21,Zone 5,66.06,Zone 5,61.93,Zone 5,67.75,Zone 5
Telangana,Medchal Malkajgiri,Uppal,17.4,78.56,26.4,2026-09-17,03:15:00,80.0,2026-09-16,03:15:00,2026-09-17 03:34:05,28.75,Zone 4,59.1,Zone 5,28.28,Zone 4,55.16,Zone 5,34.58,Zone 4,61.4,Zone 5,42.69,Zone 5,63.92,Zone 5,59.1,Zone 5,65.88,Zone 5
Telangana,Nirmal ,Bhainsa Arg,19.1031,77.9653,25.4,2026-09-17,03:15:00,,,,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Telangana,Rajanna Sircilla,Sircilla,18.2595,78.8192,25.7,2026-09-17,03:15:00,99.0,2026-09-16,03:15:00,2026-09-17 03:34:05,29.350000000000023,Zone 4,61.57,Zone 5,28.13,Zone 4,60.48,Zone 5,35.43,Zone 4,63.54,Zone 5,54.56,Zone 5,65.79,Zone 5,61.57,Zone 5,67.51,Zone 5
Telangana,Ranga Reddy,Cbit Gandipet,17.392817,78.318424,25.5,2026-09-17,03:15:00,84.0,2026-09-16,03:15:00,2026-09-17 03:34:05,27.55000000000001,Zone 4,56.66,Zone 5,26.91,Zone 4,52.13,Zone 5,33.19,Zone 4,60.75,Zone 5,39.47,Zone 5,63.36,Zone 5,56.66,Zone 5,65.38,Zone 5
Telangana,Ranga Reddy,Chevella,17.31,78.13,24.4,2026-09-17,03:15:00,82.0,2026-09-16,03:15:00,2026-09-17 03:34:05,25.75,Zone 4,48.35,Zone 5,25.24,Zone 3,43.64,Zone 5,31.19,Zone 4,58.82,Zone 5,36.6,Zone 4,61.8,Zone 5,48.35,Zone 5,64.01,Zone 5
Telangana,Ranga Reddy,Daira,17.3624,78.695,24.9,2026-09-17,03:15:00,90.0,2026-09-16,03:15:00,2026-09-17 03:34:05,27.05000000000001,Zone 4,58.33,Zone 5,26.49,Zone 4,54.0,Zone 5,32.98,Zone 4,61.15,Zone 5,41.42,Zone 5,63.7,Zone 5,58.33,Zone 5,65.69,Zone 5
Telangana,Ranga Reddy,Esci Gachibowli,17.4286,78.368,24.0,2026-09-17,03:15:00,90.0,2026-09-16,03:15:00,2026-09-17 03:34:05,25.55000000000001,Zone 4,51.84,Zone 5,25.0,Zone 3,47.05,Zone 5,31.11,Zone 4,59.69,Zone 5,36.78,Zone 4,62.44,Zone 5,51.84,Zone 5,64.57,Zone 5
Telangana,Ranga Reddy,Ghatkesar,17.4711,78.7377,24.2,2026-09-17,03:15:00,94.0,2026-09-16,03:15:00,2026-09-17 03:34:05,26.150000000000034,Zone 4,55.1,Zone 5,25.15,Zone 3,50.42,Zone 5,31.51,Zone 4,60.39,Zone 5,37.85,Zone 5,63.05,Zone 5,55.1,Zone 5,65.11,Zone 5
Telangana,Sangareddy,Kandi,17.587,78.1271,25.8,2026-09-17,03:15:00,91.0,2026-09-16,03:15:00,2026-09-17 03:34:05,28.75,Zone 4,60.73,Zone 5,28.37,Zone 4,59.62,Zone 5,35.26,Zone 4,62.81,Zone 5,50.5,Zone 5,65.15,Zone 5,60.73,Zone 5,66.96,Zone 5
Telangana,Siddipet,Kaveri Siddipet,17.768,78.6723,25.0,2026-09-17,03:15:00,88.0,2026-09-16,03:15:00,2026-09-17 03:34:05,27.05000000000001,Zone 4,56.79,Zone 5,26.36,Zone 4,52.26,Zone 5,32.73,Zone 4,60.78,Zone 5,39.61,Zone 5,63.38,Zone 5,56.79,Zone 5,65.4,Zone 5
Telangana,Vikarabad,Tandur,17.2433,77.5867,24.3,2026-09-17,03:15:00,74.0,2026-09-16,03:15:00,2026-09-17 03:34:05,25.150000000000034,Zone 3,41.52,Zone 5,24.93,Zone 3,39.09,Zone 4,30.46,Zone 4,53.17,Zone 5,35.53,Zone 4,60.5,Zone 5,41.52,Zone 5,62.86,Zone 5
Telangana,Wanaparthy,Horticultural University Mojer,16.4484,77.9407,27.1,2026-09-17,03:15:00,80.0,2026-09-16,03:15:00,2026-09-17 03:34:05,30.05000000000001,Zone 4,59.92,Zone 5,29.18,Zone 4,58.28,Zone 5,35.61,Zone 4,62.11,Zone 5,46.54,Zone 5,64.54,Zone 5,59.92,Zone 5,66.42,Zone 5
Telangana,Warangal Rural,Siddhapur,18.0927,79.5952,26.7,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,31.850000000000023,Zone 4,63.56,Zone 5,30.49,Zone 4,62.52,Zone 5,44.17,Zone 5,65.28,Zone 5,60.18,Zone 5,67.29,Zone 5,63.56,Zone 5,68.83,Zone 5
Tripura,Dhalai,Dholai Kvk,24.0449,91.8278,25.3,2026-09-17,03:15:00,98.0,2026-09-16,03:15:00,2026-09-17 03:34:05,28.350000000000023,Zone 4,61.36,Zone 5,28.04,Zone 4,60.27,Zone 5,35.26,Zone 4,63.36,Zone 5,53.57,Zone 5,65.63,Zone 5,61.36,Zone 5,67.38,Zone 5
Tripura,Dhalai,Gandachara,23.5945,91.8243,25.5,2026-09-17,03:15:00,99.0,2026-09-16,03:15:00,2026-09-17 03:34:05,28.950000000000045,Zone 4,61.57,Zone 5,28.13,Zone 4,60.48,Zone 5,35.43,Zone 4,63.54,Zone 5,54.56,Zone 5,65.79,Zone 5,61.57,Zone 5,67.51,Zone 5
Tripura,Dhalai,Kamalpur,24.1867,91.8278,26.6,2026-09-17,03:15:00,9.0,2026-09-16,03:15:00,2026-09-17 03:34:05,24.75,Zone 3,34.82,Zone 4,23.85,Zone 3,34.39,Zone 4,28.23,Zone 4,37.51,Zone 4,31.63,Zone 4,40.47,Zone 4,34.82,Zone 4,43.33,Zone 4
Tripura,Gomati,Gokulpur,23.53,91.4617,27.4,2026-09-17,03:15:00,,,,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Tripura,Khowai,Khowai,24.0669,91.6142,25.6,2026-09-17,03:15:00,,,,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Tripura,Khowai,Teliamura,23.84,91.63,26.0,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,30.150000000000034,Zone 4,62.67,Zone 5,29.31,Zone 4,61.61,Zone 5,39.34,Zone 5,64.5,Zone 5,59.12,Zone 5,66.62,Zone 5,62.67,Zone 5,68.24,Zone 5
Tripura,North Tripura,Ashapara,23.8627,92.207,25.2,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,28.350000000000023,Zone 4,60.9,Zone 5,27.22,Zone 4,59.79,Zone 5,34.38,Zone 4,62.96,Zone 5,51.33,Zone 5,65.28,Zone 5,60.9,Zone 5,67.07,Zone 5
Tripura,Sipahijala,Cti,23.7413,91.2728,26.5,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,31.350000000000023,Zone 4,63.56,Zone 5,30.49,Zone 4,62.52,Zone 5,44.17,Zone 5,65.28,Zone 5,60.18,Zone 5,67.29,Zone 5,63.56,Zone 5,68.83,Zone 5
Tripura,Sipahijala,Sipahijala,23.6077,91.3456,26.4,2026-09-17,03:00:00,,,,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Tripura,Sipahijala,Sonamura,23.4844,91.27,27.3,2026-09-17,03:15:00,80.0,2026-09-16,03:15:00,2026-09-17 03:34:05,30.450000000000045,Zone 4,60.75,Zone 5,30.12,Zone 4,59.65,Zone 5,36.71,Zone 4,62.83,Zone 5,50.58,Zone 5,65.17,Zone 5,60.75,Zone 5,66.97,Zone 5
Tripura,South Tripura,Sabroom,23.0114,91.7208,25.6,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,29.25,Zone 4,61.78,Zone 5,28.23,Zone 4,60.7,Zone 5,35.61,Zone 4,63.73,Zone 5,55.54,Zone 5,65.94,Zone 5,61.78,Zone 5,67.65,Zone 5
Tripura,Unakoti,Kailashahar,24.3096,92.0069,25.0,2026-09-17,03:15:00,12.0,2026-09-16,03:15:00,2026-09-17 03:34:05,22.850000000000023,Zone 3,33.91,Zone 4,22.03,Zone 3,33.47,Zone 4,27.18,Zone 4,36.65,Zone 4,30.65,Zone 4,39.65,Zone 4,33.91,Zone 4,42.55,Zone 4
Tripura,West Tripura,Agartala Airport,23.8904,91.2441,25.8,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,29.650000000000034,Zone 4,62.67,Zone 5,29.31,Zone 4,61.61,Zone 5,39.34,Zone 5,64.5,Zone 5,59.12,Zone 5,66.62,Zone 5,62.67,Zone 5,68.24,Zone 5
Tripura,West Tripura,Dm Office West Agartala,23.829,91.2723,26.0,2026-09-17,03:15:00,,,,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Tripura,West Tripura,Hrc Nagicherra,23.8139,91.3274,25.8,2026-09-17,03:15:00,,,,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Tripura,West Tripura,Khumluwang,23.7978,91.4338,25.9,2026-09-17,03:15:00,,,,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Tripura,West Tripura,Met Agartala,23.8902,91.244,25.5,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,29.05000000000001,Zone 4,61.78,Zone 5,28.23,Zone 4,60.7,Zone 5,35.61,Zone 4,63.73,Zone 5,55.54,Zone 5,65.94,Zone 5,61.78,Zone 5,67.65,Zone 5
Tripura,West Tripura,Secretariat,23.8643,91.2916,25.9,2026-09-17,03:15:00,,,,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Uttarakhand,Almora,Chaubatia Ranikhet,29.6213,79.4591,15.5,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,15.950000000000045,Zone 3,29.56,Zone 4,14.96,Zone 3,28.76,Zone 4,21.84,Zone 3,32.99,Zone 4,25.25,Zone 3,37.39,Zone 5,29.56,Zone 4,49.42,Zone 5
Uttarakhand,Almora,Matela Kvk,29.6264,79.6309,17.9,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,18.950000000000045,Zone 3,32.74,Zone 4,18.26,Zone 3,31.74,Zone 4,23.94,Zone 3,36.28,Zone 4,28.13,Zone 4,48.64,Zone 5,32.74,Zone 4,59.21,Zone 5
Uttarakhand,Chamoli,Chamoli,30.4,79.3167,20.2,2026-09-17,03:15:00,,,,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Uttarakhand,Chamoli,Tharali,,,,,,17.0,2026-09-16,03:15:00,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Uttarakhand,Champawat,Champawat,29.34,80.09,16.6,2026-09-17,03:15:00,,,,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Uttarakhand,Dehradun,Hatibharkala,30.3431,78.056,22.5,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,24.25,Zone 3,49.49,Zone 5,23.74,Zone 3,44.71,Zone 5,29.39,Zone 4,59.19,Zone 5,35.14,Zone 4,62.0,Zone 5,49.49,Zone 5,64.19,Zone 5
Uttarakhand,Dehradun,Jollygrant,30.19,78.18,31.2,2026-09-17,03:15:00,91.0,2026-09-16,03:15:00,2026-09-17 03:34:05,60.150000000000034,Zone 5,69.67,Zone 6,58.03,Zone 5,68.74,Zone 5,64.11,Zone 5,71.82,Zone 6,67.34,Zone 5,75.29,Zone 6,69.67,Zone 6,78.73,Zone 6
Uttarakhand,Dehradun,Maldevta,30.3429,78.119,11.3,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,11.25,Zone 2,25.45,Zone 4,10.58,Zone 2,25.06,Zone 3,18.25,Zone 3,28.75,Zone 4,22.74,Zone 3,32.42,Zone 4,25.45,Zone 4,35.97,Zone 4
Uttarakhand,Dehradun,Massouri,30.48,78.05,18.8,2026-09-17,03:15:00,,,,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Uttarakhand,Dehradun,Mohakampur,30.2782,78.0744,22.3,2026-09-17,03:15:00,99.0,2026-09-16,03:15:00,2026-09-17 03:34:05,24.05000000000001,Zone 3,48.72,Zone 5,23.7,Zone 3,43.96,Zone 5,29.31,Zone 4,59.03,Zone 5,35.02,Zone 4,61.86,Zone 5,48.72,Zone 5,64.06,Zone 5
Uttarakhand,Dehradun,Rishikesh,,,,,,94.0,2026-09-16,03:15:00,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Uttarakhand,Haridwar,Roorkee Amfu,29.84,77.92,24.6,2026-09-17,03:15:00,23.0,2026-09-16,03:15:00,2026-09-17 03:34:05,23.05000000000001,Zone 3,34.39,Zone 4,22.17,Zone 3,33.85,Zone 4,27.26,Zone 4,37.23,Zone 4,30.94,Zone 4,40.41,Zone 4,34.39,Zone 4,43.49,Zone 4
Uttarakhand,Nainital,Nainital(Jeolikot) Kvk,29.3455,79.4844,18.2,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,19.350000000000023,Zone 3,32.74,Zone 4,18.26,Zone 3,31.74,Zone 4,23.94,Zone 3,36.28,Zone 4,28.13,Zone 4,48.64,Zone 5,32.74,Zone 4,59.21,Zone 5
Uttarakhand,Nainital,Th Kosiyakutoli,29.49,79.47,23.4,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,25.150000000000034,Zone 3,56.39,Zone 5,24.83,Zone 3,51.81,Zone 5,31.19,Zone 4,60.68,Zone 5,39.18,Zone 5,63.3,Zone 5,56.39,Zone 5,65.33,Zone 5
Uttarakhand,Pauri Garhwal,Bharsar,30.05,79.0,15.1,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,15.450000000000045,Zone 3,28.99,Zone 4,14.29,Zone 3,28.23,Zone 4,21.41,Zone 3,32.4,Zone 4,24.95,Zone 3,36.35,Zone 4,28.99,Zone 4,47.27,Zone 5
Uttarakhand,Pauri Garhwal,Srinagar Arg,30.22,78.77,26.1,2026-09-17,03:15:00,17.0,2026-09-16,03:15:00,2026-09-17 03:34:05,24.55000000000001,Zone 3,35.16,Zone 4,23.74,Zone 3,34.65,Zone 4,28.26,Zone 4,37.93,Zone 4,31.81,Zone 4,41.02,Zone 4,35.16,Zone 4,44.01,Zone 4
Uttarakhand,Rudraprayag,Rudra Prayag,30.3167,78.9667,24.0,2026-09-17,03:15:00,96.0,2026-09-16,03:15:00,2026-09-17 03:34:05,25.850000000000023,Zone 4,56.65,Zone 5,25.22,Zone 3,52.1,Zone 5,31.73,Zone 4,60.74,Zone 5,39.46,Zone 5,63.35,Zone 5,56.65,Zone 5,65.38,Zone 5
Uttarakhand,Tehri Garhwal,Devprayag,30.14,78.6,23.4,2026-09-17,03:15:00,93.0,2026-09-16,03:15:00,2026-09-17 03:34:05,24.950000000000045,Zone 3,50.89,Zone 5,24.58,Zone 3,46.09,Zone 5,30.52,Zone 4,59.49,Zone 5,36.21,Zone 4,62.26,Zone 5,50.89,Zone 5,64.42,Zone 5
Uttarakhand,Udham Singh Nagar,Kashipur Aws400,29.188,79.0109,25.4,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,28.75,Zone 4,61.78,Zone 5,28.23,Zone 4,60.7,Zone 5,35.61,Zone 4,63.73,Zone 5,55.54,Zone 5,65.94,Zone 5,61.78,Zone 5,67.65,Zone 5
Uttarakhand,Uttarkashi,Purola,30.86,78.0,20.9,2026-09-17,03:15:00,,,,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,Agra,Hydrogen Factory Bindukatra,27.17123,78.03123,27.2,2026-09-17,03:15:00,,,,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,Aligarh,Quarsi Farms Quarsi,27.9024,78.0968,32.8,2026-09-17,03:15:00,,,,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,Amethi,Tala Gram 400Aws,26.1758,81.7483,25.4,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,28.75,Zone 4,61.78,Zone 5,28.23,Zone 4,60.7,Zone 5,35.61,Zone 4,63.73,Zone 5,55.54,Zone 5,65.94,Zone 5,61.78,Zone 5,67.65,Zone 5
Uttar Pradesh,Amroha,Amroha 400Aws,28.8523,78.2358,25.6,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,29.25,Zone 4,61.78,Zone 5,28.23,Zone 4,60.7,Zone 5,35.61,Zone 4,63.73,Zone 5,55.54,Zone 5,65.94,Zone 5,61.78,Zone 5,67.65,Zone 5
Uttar Pradesh,Ayodhya,Ayodhya 400Aws,26.7518,82.1464,26.4,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,31.05000000000001,Zone 4,63.56,Zone 5,30.49,Zone 4,62.52,Zone 5,44.17,Zone 5,65.28,Zone 5,60.18,Zone 5,67.29,Zone 5,63.56,Zone 5,68.83,Zone 5
Uttar Pradesh,Ballia,Ballia  400Aws,25.8264,84.1553,25.6,2026-09-17,03:15:00,,,,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,Ballia,Sukhpura Inter College Ballia,25.848502,84.092779,25.8,2026-09-17,03:15:00,100.0,2026-09-16,03:30:00,2026-09-17 03:34:05,29.650000000000034,Zone 4,62.67,Zone 5,29.31,Zone 4,61.61,Zone 5,39.34,Zone 5,64.5,Zone 5,59.12,Zone 5,66.62,Zone 5,62.67,Zone 5,68.24,Zone 5
Uttar Pradesh,Balrampur,Bcml Tulsipur Sugar Mill,27.536051,82.419945,26.7,2026-09-17,03:15:00,100.0,2026-09-16,03:30:00,2026-09-17 03:34:05,31.850000000000023,Zone 4,63.56,Zone 5,30.49,Zone 4,62.52,Zone 5,44.17,Zone 5,65.28,Zone 5,60.18,Zone 5,67.29,Zone 5,63.56,Zone 5,68.83,Zone 5
Uttar Pradesh,Banda,Banda 400Aws,,,,,,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,Barabanki,Barabanki 400Aws,26.9286,81.215,26.1,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,30.350000000000023,Zone 4,62.67,Zone 5,29.31,Zone 4,61.61,Zone 5,39.34,Zone 5,64.5,Zone 5,59.12,Zone 5,66.62,Zone 5,62.67,Zone 5,68.24,Zone 5
